,Unnamed: 0,DateTime,Junction,ID,WeekDay,Date,Month,Year,Time,Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Weekend,Weekday,Time_GRP,Month_GRP,Z,B,C,Y,0,0,0
0,5904,7/1/2017 0:00,3,20170701003,1,1,7,2017,0,1,0,0,0,0,0,0,1,0,C,Z,1,0,1,0,8.2,11.3664237304,11.0
1,5905,7/1/2017 1:00,3,20170701013,1,1,7,2017,1,1,0,0,0,0,0,0,1,0,C,Z,1,0,1,0,8.2,11.3664237304,11.0
2,5906,7/1/2017 2:00,3,20170701023,1,1,7,2017,2,1,0,0,0,0,0,0,1,0,C,Z,1,0,1,0,8.2,11.3664237304,11.0
3,5907,7/1/2017 3:00,3,20170701033,1,1,7,2017,3,1,0,0,0,0,0,0,1,0,B,Z,1,1,0,0,4.66666666667,5.81331924066,6.0
4,5908,7/1/2017 4:00,3,20170701043,1,1,7,2017,4,1,0,0,0,0,0,0,1,0,B,Z,1,1,0,0,4.66666666667,5.81331924066,6.0
5,5909,7/1/2017 5:00,3,20170701053,1,1,7,2017,5,1,0,0,0,0,0,0,1,0,B,Z,1,1,0,0,4.66666666667,5.81331924066,6.0
6,5910,7/1/2017 6:00,3,20170701063,1,1,7,2017,6,1,0,0,0,0,0,0,1,0,B,Z,1,1,0,0,4.66666666667,5.81331924066,6.0
7,5911,7/1/2017 7:00,3,20170701073,1,1,7,2017,7,1,0,0,0,0,0,0,1,0,B,Z,1,1,0,0,4.66666666667,5.81331924066,6.0
8,5912,7/1/2017 8:00,3,20170701083,1,1,7,2017,8,1,0,0,0,0,0,0,1,0,C,Z,1,0,1,0,8.2,11.3664237304,11.0
9,5913,7/1/2017 9:00,3,20170701093,1,1,7,2017,9,1,0,0,0,0,0,0,1,0,C,Z,1,0,1,0,8.2,11.3664237304,11.0
10,5914,7/1/2017 10:00,3,20170701103,1,1,7,2017,10,1,0,0,0,0,0,0,1,0,C,Z,1,0,1,0,8.2,11.3664237304,11.0
11,5915,7/1/2017 11:00,3,20170701113,1,1,7,2017,11,1,0,0,0,0,0,0,1,0,A,Z,1,0,0,0,9.0,17.0064280751,11.0
12,5916,7/1/2017 12:00,3,20170701123,1,1,7,2017,12,1,0,0,0,0,0,0,1,0,A,Z,1,0,0,0,9.0,17.0064280751,11.0
