,Unnamed: 0,DateTime,Junction,ID,WeekDay,Date,Month,Year,Time,Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Weekend,Weekday,Time_GRP,Month_GRP,Z,B,C,Y,0,0,0
0,0,7/1/2017 0:00,1,20170701001,1,1,7,2017,0,1,0,0,0,0,0,0,1,0,C,Z,1,0,1,0,47.0,54.9465239161,23.0
1,1,7/1/2017 1:00,1,20170701011,1,1,7,2017,1,1,0,0,0,0,0,0,1,0,C,Z,1,0,1,0,53.0,55.2609716134,23.0
2,2,7/1/2017 2:00,1,20170701021,1,1,7,2017,2,1,0,0,0,0,0,0,1,0,C,Z,1,0,1,0,44.0,55.5754193108,23.0
3,3,7/1/2017 3:00,1,20170701031,1,1,7,2017,3,1,0,0,0,0,0,0,1,0,B,Z,1,1,0,0,36.0,42.0295734929,20.0
4,4,7/1/2017 4:00,1,20170701041,1,1,7,2017,4,1,0,0,0,0,0,0,1,0,B,Z,1,1,0,0,31.0,42.3440211902,20.0
5,5,7/1/2017 5:00,1,20170701051,1,1,7,2017,5,1,0,0,0,0,0,0,1,0,B,Z,1,1,0,0,31.0,42.6584688876,20.0
6,6,7/1/2017 6:00,1,20170701061,1,1,7,2017,6,1,0,0,0,0,0,0,1,0,B,Z,1,1,0,0,34.0,42.972916585,20.0
7,7,7/1/2017 7:00,1,20170701071,1,1,7,2017,7,1,0,0,0,0,0,0,1,0,B,Z,1,1,0,0,32.0,43.2873642823,20.0
8,8,7/1/2017 8:00,1,20170701081,1,1,7,2017,8,1,0,0,0,0,0,0,1,0,C,Z,1,0,1,0,44.0,57.462105495,23.0
9,9,7/1/2017 9:00,1,20170701091,1,1,7,2017,9,1,0,0,0,0,0,0,1,0,C,Z,1,0,1,0,44.0,57.7765531924,23.0
10,10,7/1/2017 10:00,1,20170701101,1,1,7,2017,10,1,0,0,0,0,0,0,1,0,C,Z,1,0,1,0,58.0,58.0910008898,23.0
11,11,7/1/2017 11:00,1,20170701111,1,1,7,2017,11,1,0,0,0,0,0,0,1,0,A,Z,1,0,0,0,61.0,68.7308214418,26.0
12,12,7/1/2017 12:00,1,20170701121,1,1,7,2017,12,1,0,0,0,0,0,0,1,0,A,Z,1,0,0,0,61.0,69.0452691392,26.0
13,13,7/1/2017 13:00,1,20170701131,1,1,7,2017,13,1,0,0,0,0,0,0,1,0,A,Z,1,0,0,0,55.0,69.3597168366,26.0
14,14,7/1/2017 14:00,1,20170701141,1,1,7,2017,14,1,0,0,0,0,0,0,1,0,A,Z,1,0,0,0,58.0,69.674164534,26.0
15,15,7/1/2017 15:00,1,20170701151,1,1,7,2017,15,1,0,0,0,0,0,0,1,0,A,Z,1,0,0,0,56.0,69.9886122313,26.0
16,16,7/1/2017 16:00,1,20170701161,1,1,7,2017,16,1,0,0,0,0,0,0,1,0,A,Z,1,0,0,0,56.0,70.3030599287,26.0
17,17,7/1/2017 17:00,1,20170701171,1,1,7,2017,17,1,0,0,0,0,0,0,1,0,A,Z,1,0,0,0,51.0,70.6175076261,26.0
18,18,7/1/2017 18:00,1,20170701181,1,1,7,2017,18,1,0,0,0,0,0,0,1,0,A,Z,1,0,0,0,57.0,70.9319553234,26.0
19,19,7/1/2017 19:00,1,20170701191,1,1,7,2017,19,1,0,0,0,0,0,0,1,0,A,Z,1,0,0,0,68.0,71.2464030208,26.0
